Distance_km,Avg_Speed_kmph,Number_of_Signals,Traffic_Level,Weather,Road_Type,Vehicle_Type,Day_of_Week,Time_of_Day,Travel_Time_Minutes
26.36,8.0,15,High,Rainy,City Road,Truck,Saturday,Evening,220.6
15.31,24.4,14,Low,Foggy,City Road,Car,Wednesday,Night,52.5
11.87,25.8,11,Medium,Clear,City Road,Truck,Wednesday,Evening,41.6
11.8,17.6,10,High,Clear,City Road,Truck,Friday,Night,57.8
17.41,18.4,8,High,Clear,Rural Road,Car,Tuesday,Morning,73.4
21.28,49.3,9,Low,Clear,Rural Road,Car,Saturday,Afternoon,27.3
6.14,51.8,4,Low,Clear,Rural Road,Car,Wednesday,Afternoon,8.8
27.74,52.6,11,Low,Foggy,Highway,Truck,Tuesday,Evening,40.8
14.9,29.0,12,Low,Foggy,City Road,Bike,Monday,Afternoon,39.2
8.7,45.9,12,Low,Clear,City Road,Bike,Friday,Afternoon,12.9
10.99,77.1,3,Medium,Clear,Highway,Car,Monday,Night,12.0
15.34,41.6,8,High,Clear,Highway,Bus,Saturday,Morning,39.1
15.74,33.9,11,Medium,Clear,City Road,Car,Sunday,Night,34.8
6.74,14.4,10,Medium,Rainy,City Road,Car,Monday,Morning,38.9
11.55,28.0,10,Low,Clear,City Road,Car,Monday,Afternoon,33.3
13.32,8.0,11,High,Foggy,City Road,Car,Sunday,Evening,118.2
21.46,9.8,13,Medium,Stormy,City Road,Bus,Monday,Night,157.1
22.71,13.1,11,High,Rainy,City Road,Bus,Wednesday,Night,126.5
5.73,34.6,6,High,Rainy,Highway,Car,Sunday,Morning,26.8
12.2,49.8,5,Low,Clear,Rural Road,Car,Monday,Evening,16.5
8.45,79.5,4,Low,Clear,Highway,Bus,Friday,Afternoon,11.0
15.15,72.8,5,Low,Clear,Highway,Bike,Wednesday,Night,14.0
35.46,34.2,12,Medium,Rainy,Rural Road,Car,Thursday,Night,76.0
20.11,14.7,13,High,Clear,City Road,Car,Sunday,Morning,96.0
15.88,57.1,6,Medium,Foggy,Highway,Bike,Friday,Afternoon,22.7
18.3,19.5,11,High,,City Road,Truck,Wednesday,Night,73.6
25.35,74.3,10,Medium,Clear,Highway,Bike,Sunday,Night,28.3
19.15,29.8,10,Low,Clear,City Road,Car,Friday,Evening,46.2
6.3,22.6,4,Low,Stormy,Rural Road,Bike,Monday,Morning,29.4
28.87,39.2,12,Medium,Clear,Rural Road,Car,Wednesday,Afternoon,53.3
12.86,37.3,7,Medium,Clear,City Road,Bus,Tuesday,Night,30.4
14.82,22.8,10,Medium,Clear,City Road,Car,Friday,Evening,46.4
22.69,15.3,15,Low,Rainy,City Road,Car,Sunday,Morning,98.7
34.53,56.2,11,Medium,Stormy,Highway,Car,Monday,Afternoon,51.8
9.53,63.1,5,Low,Clear,Highway,Car,Saturday,Morning,11.3
22.02,8.0,14,High,Foggy,City Road,Car,Sunday,Afternoon,183.8
9.21,55.4,4,Low,Clear,Rural Road,Bike,Sunday,Afternoon,9.8
14.16,36.6,11,Low,Rainy,City Road,Bus,Friday,Evening,34.6
5.17,34.1,9,Medium,Clear,City Road,Bus,Wednesday,Night,18.4
9.24,19.6,8,Medium,Clear,City Road,Car,Tuesday,Evening,35.8
13.78,54.1,6,Medium,Rainy,Highway,Car,Sunday,Evening,22.8
16.34,34.6,13,Medium,Clear,City Road,Car,Wednesday,Afternoon,33.9
15.84,14.1,10,High,Clear,City Road,Car,Wednesday,Evening,80.8
20.52,16.8,14,Medium,Foggy,City Road,Car,Saturday,Night,87.4
10.0,17.9,4,Medium,Stormy,Rural Road,Bus,Saturday,Morning,55.8
11.63,65.8,5,Medium,Clear,Highway,Truck,Saturday,Afternoon,16.6
11.94,42.3,7,Low,Rainy,Rural Road,Car,Sunday,Morning,24.1
10.41,59.1,1,Medium,Rainy,Highway,Bus,Sunday,Morning,21.3
7.41,62.3,3,Low,Clear,Highway,Bike,Tuesday,Morning,6.5
12.91,8.0,11,Medium,Foggy,City Road,Car,Tuesday,Evening,109.7
18.74,73.9,8,Low,Clear,Highway,Bike,Tuesday,Night,15.6
14.66,8.0,10,High,Rainy,City Road,Car,Friday,Night,129.3
9.71,15.8,8,Medium,Clear,City Road,Car,Friday,Morning,41.1
13.05,8.0,12,High,Clear,City Road,Truck,Sunday,Evening,115.3
9.38,35.6,9,Medium,Clear,City Road,Bike,Saturday,Afternoon,18.8
16.56,54.2,9,Low,Clear,Rural Road,Car,Saturday,Afternoon,27.3
19.08,9.7,9,High,Foggy,Rural Road,Car,Monday,Evening,136.7
19.32,46.2,7,Medium,Stormy,Highway,Truck,Friday,Evening,49.0
10.98,11.9,11,High,,City Road,Car,Saturday,Evening,68.0
9.49,34.9,4,Medium,Clear,Rural Road,Truck,Sunday,Morning,27.9
20.52,68.0,10,Medium,Clear,Highway,Bus,Wednesday,Afternoon,32.3
10.52,13.0,12,High,Clear,City Road,Car,Saturday,Afternoon,63.9
12.94,67.4,7,Medium,Clear,Highway,Bike,Wednesday,Morning,12.1
14.57,59.7,6,Low,Foggy,Highway,Bike,Tuesday,Morning,17.9
12.36,20.5,14,Medium,Rainy,City Road,Bus,Wednesday,Afternoon,57.8
17.83,64.0,7,Medium,Clear,Highway,Car,Tuesday,Morning,26.2
5.51,56.2,3,High,Clear,Highway,Car,Sunday,Evening,21.9
15.75,14.4,11,Medium,Rainy,City Road,Car,Tuesday,Morning,74.2
7.98,20.7,7,Medium,Clear,City Road,Bike,Monday,Morning,28.7
9.91,64.7,6,High,Clear,Highway,Bus,Friday,Night,23.5
13.61,68.6,5,Medium,Clear,Highway,Bus,Friday,Evening,20.4
4.75,42.9,5,Medium,Clear,Rural Road,Bike,Thursday,Evening,9.0
11.3,34.5,8,Medium,Clear,Rural Road,Car,Tuesday,Morning,28.0
10.28,61.0,6,Low,Rainy,Highway,Car,Thursday,Morning,14.7
11.64,60.8,4,Medium,Clear,Highway,Bus,Sunday,Night,20.9
9.98,76.8,4,Low,Rainy,Highway,Bike,Monday,Night,13.2
12.98,80.4,2,Low,Clear,Highway,Bus,Saturday,Night,18.2
9.2,9.0,9,Medium,Foggy,City Road,Car,Monday,Night,76.5
12.11,68.0,6,Medium,Clear,Highway,Car,Tuesday,Morning,17.4
13.59,53.3,5,High,Clear,Highway,Truck,Sunday,Night,30.0
20.91,78.9,7,Low,Clear,Highway,Car,Wednesday,Afternoon,18.5
23.34,39.4,10,Low,Clear,Rural Road,Car,Thursday,Evening,42.6
5.77,57.5,5,High,Clear,Highway,Bike,Wednesday,Afternoon,12.7
21.77,26.5,14,Low,Rainy,City Road,Bike,Friday,Evening,57.7
7.38,39.8,11,Low,Clear,City Road,Truck,Wednesday,Night,16.6
12.17,37.9,9,Low,Clear,City Road,Truck,Thursday,Night,27.1
4.93,35.1,8,Medium,Clear,City Road,Bike,Saturday,Evening,10.2
3.67,8.0,7,High,Rainy,City Road,Car,Thursday,Afternoon,41.6
34.34,8.0,21,High,Foggy,City Road,Car,Thursday,Evening,281.9
12.34,25.5,11,Medium,Rainy,City Road,Bus,Saturday,Afternoon,43.8
10.92,18.9,13,Low,Rainy,City Road,Car,Wednesday,Morning,43.2
14.44,48.6,5,Medium,,Highway,Truck,Saturday,Evening,25.3
11.06,59.7,7,Medium,Rainy,Highway,Bike,Saturday,Morning,14.6
18.95,43.0,13,Low,Clear,City Road,Car,Sunday,Afternoon,33.6
14.01,26.4,12,Low,Rainy,City Road,Bike,Thursday,Evening,38.6
17.36,32.9,10,Low,Rainy,City Road,Bike,Thursday,Night,35.0
8.03,28.5,9,Low,Clear,City Road,Car,Monday,Evening,23.4
5.32,20.7,6,Medium,Rainy,City Road,Car,Monday,Night,23.3
20.09,29.6,13,Medium,Clear,City Road,Bike,Monday,Night,44.3
14.77,36.2,9,Low,Clear,City Road,Car,Friday,Morning,27.4
6.31,47.1,4,Medium,Clear,Rural Road,Car,Wednesday,Night,18.0
6.37,42.4,5,High,Rainy,Highway,Bike,Wednesday,Afternoon,22.8
13.13,28.9,7,Medium,Foggy,Rural Road,Bus,Friday,Evening,45.6
16.65,8.0,10,High,Clear,City Road,Bike,Wednesday,Morning,137.5
7.35,20.4,6,Medium,Clear,City Road,Truck,Monday,Evening,26.1
26.0,16.3,12,High,Clear,Rural Road,Truck,Thursday,Evening,112.7
17.79,35.7,15,Low,Clear,City Road,Car,Thursday,Night,36.9
20.84,61.6,7,Medium,Stormy,Highway,Car,Monday,Night,36.3
12.95,47.6,10,Low,Clear,Rural Road,Bus,Tuesday,Night,32.7
12.38,57.9,5,Medium,Clear,Highway,Car,Tuesday,Evening,16.5
6.0,32.6,5,Medium,Clear,City Road,Bus,Friday,Night,23.2
8.07,51.6,1,Low,Stormy,Highway,Bike,Tuesday,Morning,19.7
11.56,15.8,11,High,Clear,City Road,Car,Monday,Night,59.5
14.97,31.1,11,Low,Rainy,City Road,Bike,Tuesday,Morning,35.0
13.58,43.3,13,Low,Clear,City Road,Bike,Thursday,Afternoon,23.5
4.02,52.7,2,Low,Clear,Rural Road,Truck,Saturday,Night,4.3
7.13,53.3,4,Medium,Rainy,Highway,Car,Monday,Evening,18.0
14.05,42.7,11,Low,Clear,City Road,Truck,Sunday,Night,29.1
15.17,17.2,11,Medium,Rainy,City Road,Car,Wednesday,Evening,65.5
9.89,72.1,4,Low,Clear,Highway,Bus,Wednesday,Evening,14.8
16.99,15.8,7,High,Rainy,Rural Road,Truck,Monday,Morning,86.3
16.86,8.8,12,High,Rainy,City Road,Car,Tuesday,Night,129.6
33.11,13.5,18,Medium,Rainy,City Road,Car,Thursday,Evening,164.1
12.42,34.0,7,Medium,Clear,Rural Road,Bus,Friday,Evening,30.8
9.68,25.7,7,High,Rainy,Rural Road,Bus,Saturday,Afternoon,43.6
7.38,13.5,3,High,Stormy,Rural Road,Car,Thursday,Night,54.7
5.57,19.6,5,Medium,Clear,City Road,Bike,Monday,Afternoon,19.3
16.49,8.0,13,High,Clear,City Road,Bus,Wednesday,Morning,146.4
15.54,8.0,10,High,Foggy,City Road,Car,Saturday,Morning,136.6
5.97,8.0,8,High,Clear,City Road,Bike,Friday,Evening,55.5
16.55,35.0,7,Medium,Rainy,Rural Road,Car,Friday,Evening,37.8
13.33,40.0,10,Low,Rainy,City Road,Car,Thursday,Morning,28.5
10.47,59.7,2,Low,Clear,Highway,Bus,Thursday,Evening,22.3
3.84,38.5,2,Medium,Rainy,Rural Road,Car,Sunday,Night,12.0
15.46,29.3,8,Medium,Rainy,Rural Road,Truck,Friday,Evening,40.8
27.9,69.1,11,Medium,Clear,Highway,Bike,Friday,Night,28.6
7.9,27.7,6,Medium,Foggy,Rural Road,Bike,Wednesday,Morning,27.9
13.34,30.7,10,Medium,Clear,City Road,Car,Thursday,Afternoon,32.6
16.11,8.0,13,High,Clear,City Road,Car,Friday,Evening,137.1
2.95,28.1,6,Low,Foggy,City Road,Bus,Sunday,Afternoon,23.3
7.21,49.8,1,Low,Clear,Rural Road,Bike,Saturday,Morning,6.4
5.1,20.3,4,High,Foggy,Rural Road,Bus,Friday,Afternoon,32.1
27.81,15.9,17,High,Clear,City Road,Car,Saturday,Afternoon,116.4
2.87,8.0,6,High,Clear,City Road,Car,Monday,Morning,33.8
10.45,29.1,11,High,Clear,City Road,Car,Tuesday,Afternoon,30.9
14.15,8.8,10,High,Rainy,City Road,Bus,Tuesday,Afternoon,118.6
7.87,50.8,6,Low,Rainy,Rural Road,Car,Friday,Night,18.9
3.18,15.5,10,Medium,Foggy,City Road,Bike,Saturday,Afternoon,23.7
10.68,62.9,5,Low,Stormy,Highway,Car,Tuesday,Afternoon,22.9
7.8,62.9,3,Medium,Rainy,Highway,Car,Tuesday,Afternoon,13.6
14.98,8.0,11,High,Rainy,City Road,Bike,Thursday,Evening,128.8
17.94,36.4,15,Low,Clear,City Road,Bike,Sunday,Afternoon,31.6
6.0,29.3,5,Medium,Foggy,Rural Road,Truck,Monday,Night,27.7
8.25,69.0,7,Low,Rainy,Highway,Car,Sunday,Afternoon,15.5
8.49,22.7,9,Low,Foggy,City Road,Bike,Tuesday,Afternoon,33.9
17.8,32.2,11,Low,Clear,City Road,Car,Tuesday,Morning,38.2
12.55,62.0,6,Low,Clear,Rural Road,Bus,Friday,Night,21.9
6.13,22.7,4,High,Rainy,Rural Road,Bike,Saturday,Afternoon,28.2
20.82,31.1,6,Medium,Clear,Rural Road,Car,Sunday,Morning,48.6
7.86,41.8,3,High,Clear,Highway,Bus,Monday,Morning,24.0
9.05,25.1,4,Medium,Stormy,Rural Road,Car,Monday,Afternoon,36.5
6.95,32.9,9,Low,Clear,City Road,Car,Thursday,Night,18.5
13.07,73.5,8,Low,Clear,Highway,Car,Thursday,Morning,13.9
9.88,13.8,10,High,Clear,City Road,Car,Tuesday,Morning,52.8
24.1,69.1,7,Low,Clear,Highway,Bus,Friday,Evening,27.6
12.64,22.4,5,High,Rainy,Rural Road,Bike,Tuesday,Afternoon,50.4
7.19,40.9,5,Low,Foggy,Rural Road,Bus,Sunday,Night,17.9
11.91,48.9,5,Medium,Stormy,Highway,Bus,Tuesday,Night,35.4
25.94,39.9,13,High,Rainy,Highway,Bus,Friday,Evening,61.6
5.74,43.7,5,Low,Rainy,Rural Road,Car,Thursday,Afternoon,13.3
15.45,43.0,9,Low,Clear,Rural Road,Car,Monday,Evening,24.8
3.87,26.9,2,High,Foggy,Highway,Car,Friday,Evening,26.9
23.2,40.3,16,Low,Clear,City Road,Truck,Tuesday,Afternoon,47.9
9.18,35.3,8,Medium,Clear,City Road,Truck,Thursday,Afternoon,29.7
7.08,30.5,6,Medium,Stormy,Rural Road,Bus,Friday,Night,38.0
25.09,67.5,9,Low,Foggy,Highway,Car,Monday,Evening,33.7
11.48,51.6,3,High,Clear,Highway,Car,Tuesday,Afternoon,22.7
11.72,51.3,6,High,Rainy,Highway,Bus,Wednesday,Night,34.6
9.26,24.5,11,Medium,Clear,City Road,Car,Sunday,Afternoon,30.6
9.48,10.5,9,High,Clear,City Road,Bike,Tuesday,Morning,63.2
3.64,63.2,6,Low,Clear,Rural Road,Car,Sunday,Night,6.5
15.33,42.5,9,Low,Clear,City Road,Car,Thursday,Night,26.0
5.12,78.3,1,Medium,Clear,Highway,Bike,Sunday,Afternoon,4.3
19.31,52.0,8,High,Clear,Highway,Truck,Saturday,Night,36.0
6.35,54.3,4,Low,Clear,Rural Road,Bus,Wednesday,Afternoon,12.3
12.31,27.4,9,Low,Clear,City Road,Car,Thursday,Evening,34.4
8.41,44.2,4,Medium,Stormy,Highway,Car,Saturday,Morning,25.2
9.26,8.0,8,High,Rainy,City Road,Truck,Monday,Evening,93.7
10.27,20.1,9,Low,Foggy,City Road,Bike,Friday,Morning,39.4
14.06,19.6,11,Medium,Clear,City Road,Car,Thursday,Morning,47.7
24.7,19.5,14,Medium,Rainy,City Road,Bike,Monday,Night,88.7
9.13,26.7,5,Medium,Foggy,Rural Road,Car,Sunday,Morning,28.5
3.29,54.2,2,Low,Clear,Rural Road,Car,Tuesday,Afternoon,6.3
21.88,34.2,12,Low,Clear,City Road,Bus,Sunday,Night,47.5
16.59,35.5,9,Medium,Clear,Rural Road,Bike,Tuesday,Night,35.7
6.21,67.0,6,Medium,Clear,Highway,Car,Thursday,Afternoon,14.7
5.59,40.1,5,High,Clear,Highway,Car,Wednesday,Morning,14.7
14.41,40.8,8,Medium,Clear,Rural Road,Truck,Sunday,Afternoon,30.9
13.07,59.9,5,Medium,Clear,Highway,Bike,Sunday,Evening,13.1
28.01,8.0,15,High,Rainy,City Road,Bike,Saturday,Afternoon,233.8
15.41,18.7,13,Medium,Clear,City Road,Car,Saturday,Evening,57.3
8.12,41.0,5,Medium,Clear,City Road,Truck,Saturday,Night,17.2
7.1,8.0,4,High,Rainy,Rural Road,Bus,Wednesday,Evening,78.3
12.09,78.0,6,Low,Clear,Highway,Bike,Sunday,Evening,8.5
3.75,21.2,6,Medium,Clear,City Road,Car,Thursday,Evening,12.2
4.56,8.0,8,High,Clear,City Road,Bike,Wednesday,Morning,41.8
5.79,49.9,5,Low,Clear,Rural Road,Bus,Tuesday,Evening,13.8
8.0,27.7,7,Medium,Clear,City Road,Bus,Friday,Night,28.2
11.38,68.0,5,Low,Clear,Highway,Truck,Tuesday,Evening,14.5
15.96,88.9,6,Low,Clear,Highway,Bike,Friday,Night,11.0
22.58,8.0,15,Medium,Stormy,City Road,Car,Monday,Night,189.6
20.28,26.8,14,Low,Foggy,City Road,Car,Friday,Afternoon,61.2
18.6,16.0,13,High,Clear,City Road,Bus,Friday,Afternoon,90.3
9.06,22.0,9,High,Clear,City Road,Car,Thursday,Night,36.8
7.22,53.0,4,High,Clear,Highway,Car,Friday,Afternoon,18.8
14.25,48.3,5,Low,Foggy,Rural Road,Bike,Sunday,Evening,25.5
14.74,23.8,11,Low,Foggy,City Road,Car,Saturday,Evening,53.0
6.13,60.2,2,Low,Clear,Highway,Bus,Thursday,Morning,9.1
10.24,32.7,11,Low,Clear,City Road,Car,Sunday,Afternoon,25.0
6.89,16.2,9,High,Clear,City Road,Car,Sunday,Afternoon,36.6
4.46,44.3,4,Medium,Foggy,Highway,Car,Tuesday,Morning,12.2
13.67,70.7,8,Low,Foggy,Highway,Bike,Wednesday,Night,14.1
18.4,52.7,7,High,Clear,Highway,Bus,Saturday,Night,40.7
26.62,16.0,14,Medium,Rainy,City Road,Car,Thursday,Night,115.0
10.68,67.2,4,Low,Clear,Highway,Car,Monday,Morning,9.5
3.98,36.3,5,Low,Rainy,City Road,Car,Thursday,Afternoon,11.6
29.17,14.9,10,Medium,Foggy,Rural Road,Bike,Wednesday,Morning,124.0
30.58,52.2,13,High,Clear,Highway,Truck,Saturday,Morning,57.2
45.63,52.4,16,Low,Clear,Rural Road,Bus,Thursday,Evening,64.6
35.67,8.0,17,High,Rainy,City Road,Car,Monday,Night,282.1
13.23,8.0,10,High,Clear,City Road,Bike,Monday,Morning,110.9
11.67,37.8,4,High,Foggy,Highway,Car,Wednesday,Evening,31.8
17.37,29.6,13,Low,Clear,City Road,Car,Tuesday,Morning,41.2
4.96,60.4,3,Low,Foggy,Highway,Car,Sunday,Night,9.5
7.75,56.5,3,High,Clear,Highway,Car,Tuesday,Morning,19.3
10.76,50.6,7,Low,Clear,Rural Road,Car,Friday,Afternoon,14.3
20.68,14.6,14,Medium,Clear,City Road,Bus,Monday,Morning,94.2
21.18,31.4,7,High,Clear,Rural Road,Car,Thursday,Afternoon,55.1
11.1,39.7,10,Low,Clear,City Road,Bus,Sunday,Afternoon,27.6
5.26,8.0,7,High,Rainy,City Road,Truck,Friday,Evening,57.4
18.23,53.1,6,High,Clear,Highway,Bike,Wednesday,Night,31.7
5.05,28.2,11,Medium,Clear,City Road,Car,Saturday,Night,20.4
8.53,46.7,5,Medium,Clear,Rural Road,Bus,Thursday,Afternoon,22.6
13.18,31.0,6,High,Clear,Rural Road,Car,Tuesday,Night,42.3
4.71,34.2,4,Medium,Foggy,Rural Road,Car,Sunday,Afternoon,20.2
7.47,20.4,6,Medium,Stormy,Rural Road,Car,Sunday,Morning,36.0
19.74,47.8,7,High,Clear,Highway,Bus,Thursday,Evening,43.4
17.38,11.9,11,Medium,Rainy,City Road,Bus,Monday,Evening,102.4
5.67,51.2,5,Low,Rainy,Rural Road,Bus,Wednesday,Afternoon,15.5
14.05,12.2,9,Low,Stormy,City Road,Bike,Thursday,Evening,83.9
3.94,59.0,5,Low,Clear,Rural Road,Bike,Sunday,Afternoon,4.9
16.39,28.9,9,Medium,Clear,City Road,Bus,Saturday,Morning,40.2
7.87,66.6,3,Medium,Clear,Highway,Bus,Tuesday,Afternoon,14.6
10.36,30.0,7,Medium,Foggy,City Road,Car,Thursday,Afternoon,35.0
12.31,18.4,9,Medium,Rainy,City Road,Truck,Tuesday,Afternoon,50.4
5.88,11.5,10,High,Clear,City Road,Bus,Thursday,Night,46.1
7.52,17.7,10,High,Clear,City Road,Bike,Thursday,Afternoon,43.3
27.17,26.2,17,Low,Rainy,City Road,Car,Thursday,Evening,74.6
9.94,10.4,7,Medium,Foggy,City Road,Car,Wednesday,Morning,72.8
12.7,34.1,9,Medium,Clear,City Road,Bus,Thursday,Afternoon,38.6
12.81,63.3,6,Medium,Rainy,Highway,Car,Saturday,Night,19.4
22.91,50.3,15,Low,Clear,City Road,Car,Thursday,Night,34.5
17.97,29.7,7,High,Clear,Rural Road,Bike,Monday,Night,51.0
6.06,8.0,7,High,Clear,City Road,Bus,Saturday,Morning,63.0
24.49,59.2,8,Medium,Rainy,Highway,Bus,Friday,Night,45.2
29.42,8.0,19,High,Stormy,City Road,Bus,Friday,Afternoon,253.7
6.04,49.4,2,High,Clear,Highway,Car,Friday,Morning,21.7
9.59,63.0,4,Medium,Clear,Highway,Car,Tuesday,Morning,13.4
10.95,65.8,5,Medium,Clear,Highway,Bike,Sunday,Night,12.5
9.8,27.5,11,Medium,Clear,City Road,Car,Sunday,Evening,30.1
16.43,56.7,5,High,Clear,Highway,Bike,Tuesday,Evening,26.2
10.4,40.1,11,Low,Clear,City Road,Truck,Tuesday,Night,24.9
8.6,31.1,7,Medium,Clear,City Road,Bike,Tuesday,Morning,22.6
16.84,11.3,14,High,Clear,City Road,Bike,Sunday,Morning,99.0
3.34,91.1,0,Low,Clear,Highway,Bike,Sunday,Night,3.0
13.24,8.0,10,High,Rainy,City Road,Bus,Tuesday,Evening,122.8
15.39,70.7,9,Medium,Clear,Highway,Car,Friday,Night,23.0
23.65,8.0,15,High,Rainy,City Road,Car,Tuesday,Evening,199.8
12.18,8.0,11,High,Foggy,City Road,Car,Monday,Morning,111.4
4.11,26.0,6,Low,Rainy,City Road,Bike,Tuesday,Evening,15.7
12.59,21.7,9,High,Clear,City Road,Car,Monday,Night,51.4
3.93,76.1,4,Low,Clear,Highway,Bike,Saturday,Morning,3.0
14.5,28.8,8,Medium,Rainy,Rural Road,Bus,Saturday,Morning,43.7
21.44,71.0,10,Medium,Clear,Highway,Car,Tuesday,Afternoon,24.7
11.27,18.8,10,High,Clear,City Road,Bike,Thursday,Afternoon,48.5
10.4,35.6,9,Low,Clear,City Road,Car,Tuesday,Evening,17.3
17.75,50.8,9,Low,Clear,Rural Road,Car,Thursday,Morning,20.6
14.21,31.7,11,Medium,Clear,City Road,Car,Sunday,Night,34.2
17.03,9.9,12,Medium,Rainy,City Road,Car,Sunday,Morning,117.2
35.25,33.7,12,Medium,Clear,Rural Road,Truck,Saturday,Morning,73.8
8.93,42.3,11,Low,Clear,City Road,Truck,Tuesday,Night,20.8
15.03,32.2,12,Low,Foggy,City Road,Bike,Tuesday,Afternoon,38.7
24.72,10.5,14,High,Clear,City Road,Bike,Tuesday,Evening,153.8
24.93,68.6,11,Low,Rainy,Highway,Bus,Monday,Afternoon,38.3
15.82,29.2,12,Medium,Clear,City Road,Bus,Friday,Afternoon,45.4
10.16,41.1,5,High,Clear,Highway,Bike,Friday,Evening,21.6
16.91,21.0,13,Low,Foggy,City Road,Car,Sunday,Night,62.2
17.1,22.4,13,Medium,Clear,City Road,Bike,Monday,Morning,53.9
18.68,46.8,13,Low,Clear,City Road,Truck,Tuesday,Night,32.7
6.28,10.5,4,High,Foggy,Rural Road,Car,Saturday,Morning,53.6
29.0,31.5,19,Medium,Rainy,City Road,Car,Friday,Night,68.8
24.77,46.2,9,High,Rainy,Highway,Car,Wednesday,Night,50.6
11.47,40.2,11,Low,Clear,City Road,Car,Tuesday,Night,20.4
23.45,17.0,14,Medium,Clear,City Road,Bike,Thursday,Evening,90.7
11.03,8.0,11,High,Rainy,City Road,Car,Tuesday,Night,103.7
26.49,74.1,12,Low,Clear,Highway,Truck,Thursday,Night,27.1
12.54,24.3,10,Low,Clear,City Road,Bus,Sunday,Evening,41.7
7.06,41.1,5,Low,Rainy,Rural Road,Car,Tuesday,Night,19.7
32.68,30.4,14,High,Clear,Rural Road,Bus,Monday,Afternoon,83.6
18.27,66.3,6,Medium,Clear,Highway,Bus,Saturday,Night,26.0
10.63,67.5,7,Medium,Clear,Highway,Bike,Monday,Night,15.9
27.7,64.0,12,Medium,Clear,Highway,Car,Sunday,Evening,33.4
17.01,46.3,6,Medium,Rainy,Highway,Bus,Saturday,Morning,32.2
9.89,10.4,11,Medium,Foggy,City Road,Car,Wednesday,Morning,71.5
27.89,41.2,11,Medium,Clear,Rural Road,Car,Wednesday,Morning,54.2
18.63,41.7,8,Medium,Clear,Rural Road,Car,Wednesday,Evening,39.5
14.41,42.6,10,Low,Clear,City Road,Car,Wednesday,Afternoon,24.7
12.09,29.7,7,High,Clear,Rural Road,Bike,Saturday,Night,32.5
6.9,26.9,4,High,Clear,Rural Road,Car,Saturday,Afternoon,25.1
2.6,19.6,8,Low,Foggy,City Road,Bike,Tuesday,Morning,20.8
17.64,45.3,9,Medium,Clear,Rural Road,Car,Tuesday,Evening,31.5
6.08,33.4,8,Low,Clear,City Road,Bus,Thursday,Morning,23.9
6.9,8.0,11,High,Stormy,City Road,Car,Friday,Night,79.2
10.93,9.8,9,High,Clear,City Road,Truck,Saturday,Morning,80.9
11.08,37.2,3,High,Stormy,Highway,Truck,Wednesday,Afternoon,39.7
7.44,41.1,10,Low,Clear,City Road,Car,Thursday,Night,14.1
17.63,45.8,5,Low,Clear,Rural Road,Bike,Monday,Evening,22.7
4.27,25.9,10,Low,Foggy,City Road,Car,Thursday,Night,17.7
17.44,45.0,12,Low,Clear,City Road,Bus,Friday,Afternoon,31.6
10.23,70.2,2,Low,Clear,Highway,Bike,Wednesday,Night,9.3
7.22,34.4,7,Low,Clear,City Road,Car,Wednesday,Evening,16.8
4.52,36.6,0,High,Rainy,Highway,Car,Thursday,Evening,23.5
13.24,14.5,11,Low,Rainy,City Road,Car,Sunday,Morning,64.7
5.8,50.1,2,Low,Clear,Rural Road,Bus,Friday,Night,10.9
5.31,38.8,4,High,Rainy,Highway,Bus,Sunday,Morning,28.4
24.57,22.5,14,Medium,Rainy,City Road,Car,Monday,Afternoon,76.7
5.0,10.7,7,High,Clear,City Road,Car,Saturday,Evening,34.1
4.22,34.0,8,Medium,Clear,City Road,Car,Monday,Night,15.4
16.68,14.3,9,High,Clear,Rural Road,Bike,Wednesday,Evening,83.2
13.84,71.9,8,Medium,Clear,Highway,Car,Wednesday,Afternoon,18.0
8.56,33.6,8,Medium,Clear,City Road,Car,Tuesday,Afternoon,20.7
6.64,31.1,8,Medium,Clear,City Road,Bus,Sunday,Night,21.7
7.72,47.5,4,Medium,Clear,Rural Road,Car,Sunday,Afternoon,17.4
8.69,30.3,9,Low,Clear,City Road,Bike,Thursday,Night,20.8
15.63,49.0,5,Medium,Rainy,Highway,Car,Thursday,Morning,29.0
13.42,78.8,5,Low,Clear,Highway,Car,Saturday,Evening,13.0
9.59,8.0,9,High,Stormy,City Road,Bike,Friday,Evening,90.9
9.53,71.1,5,Low,Foggy,Highway,Car,Thursday,Evening,12.9
17.1,25.6,12,Low,Rainy,City Road,Car,Saturday,Afternoon,49.8
7.2,21.8,9,Low,Stormy,City Road,Truck,Tuesday,Evening,37.8
4.43,14.9,3,High,Foggy,Rural Road,Bus,Tuesday,Afternoon,38.3
23.12,76.3,8,Low,Clear,Highway,Bike,Monday,Evening,24.4
9.6,35.5,6,Medium,Rainy,Rural Road,Car,Monday,Night,25.6
30.86,47.6,10,High,Clear,Highway,Car,Tuesday,Evening,45.7
8.83,27.0,10,Low,Rainy,City Road,Car,Friday,Evening,28.2
11.73,51.9,5,High,Clear,Highway,Truck,Saturday,Night,26.2
6.86,76.0,4,Low,Clear,Highway,Bus,Friday,Morning,12.1
13.54,30.7,11,Low,Clear,City Road,Bike,Thursday,Evening,26.9
9.66,8.0,12,Medium,Stormy,City Road,Truck,Tuesday,Evening,96.5
